level_0,index,Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number Of Engines,Engine Type,Far Description,Schedule,Purpose Of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Report Status,Publication Date,Make/Model,Year
51485,83516,20200227X61441,Incident,CEN19WA338,2019-07-07,"Waterford, Ireland",Ireland,,,,,,,Airplane,EI-JSK,Gulfstream,GULFSTREAM GVI,No,2.0,Turbo Fan,NUSC,,,Westair Aviation Ltd,0.0,0.0,0.0,0.0,,,,26-09-2020,Gulfstream - GULFSTREAM GVI,2019
51492,83523,20190709X23744,Accident,CEN19LA215,2019-07-09,"Sidney, NE",United States,004165N,0102597W,KSNY,Sidney Municipal,Non-Fatal,Substantial,Airplane,N62069,Beech,65,No,2.0,Reciprocating,091,,Positioning,Bemidji Aviation,0.0,0.0,0.0,1.0,VMC,,"The improper maintenance of the outboard left wing, which allowed electrical arcing and leaking of the fuel sending unit and subsequently resulted in ignition of fuel vapors and an explosion of the outboard left wing. 
",02-02-2021,Beech - 65,2019
51497,83528,20190710X24338,Accident,GAA19CA466,2019-07-10,"Palatka, FL",United States,293930N,0814122W,28J,Palatka Muni - Lt Kay Larkin F,Non-Fatal,Substantial,Airplane,N805PA,Diamond,DA 42 NG,No,2.0,Reciprocating,091,,Instructional,Phoenix East Aviation,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's failure to extend the landing gear and the flight instructor's failure to verify that the landing gear was extended due to distraction, which resulted in a gear-up landing. 

",26-09-2020,Diamond - DA 42 NG,2019
51498,83529,20190710X85327,Accident,CEN19LA217,2019-07-10,"Ypsilanti, MI",United States,421421N,0833157W,YIP,Willow Run,Non-Fatal,Substantial,Airplane,N2930Y,Piper,PA34,No,2.0,Reciprocating,091,,Instructional,,0.0,2.0,0.0,0.0,VMC,,"The pilot's premature movement of the landing gear selector to the ""up"" position during takeoff, which allowed the landing gear to retract before a positive climb rate was established, and the lack of a positive climb rate, which led to the airplane settling back on the runway with the gear retracted.",13-12-2021,Piper - PA34,2019
51510,83541,20190718X15108,Incident,DCA19WA184,2019-07-11,"San Jose, Philippines",Philippines,,,,,Non-Fatal,Minor,Airplane,N86534,Boeing,737,No,2.0,,121,SCHD,,United Airlines,0.0,0.0,0.0,156.0,,,,26-09-2020,Boeing - 737,2019
51516,83547,20190713X90722,Accident,GAA19CA467,2019-07-12,"Orlando, FL",United States,283246N,0811956W,ORL,EXECUTIVE,Non-Fatal,Substantial,Airplane,N262BK,Cessna,525,No,2.0,Turbo Fan,091,,Personal,Omicron Business Services Inc,0.0,0.0,0.0,3.0,VMC,,"The airplanes impact with a bird during approach.

",26-09-2020,Cessna - 525,2019
51544,83575,20200324X10253,Incident,ENG19WA043,2019-07-15,"Goa, India",India,,,,,,,Airplane,VT-ITU,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,IndiGo Air,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
51560,83591,20190719X23022,Accident,WPR19TA193,2019-07-18,"Mesquite, NV",United States,364957N,0114326W,67L,Mesquite,Non-Fatal,Destroyed,Airplane,N320JT,Cessna,550,No,2.0,Turbo Jet,091,,Ferry,,0.0,1.0,0.0,0.0,VMC,,,26-09-2020,Cessna - 550,2019
51584,83615,20190724X23036,Accident,GAA19CA451,2019-07-21,"St. Louis, MO",United States,038450N,0902229W,STL,ST LOUIS LAMBERT INTL,Non-Fatal,Substantial,Airplane,N300SN,Cessna,402,No,2.0,Reciprocating,135,NSCH,,HYANNIS AIR SERVICE INC,0.0,0.0,0.0,9.0,VMC,,"The airplanes collision with a bird during short final.

",26-09-2020,Cessna - 402,2019
51587,83618,20191001X40249,Incident,ENG19WA036,2019-07-22,"Islamabad, Pakistan",Pakistan,333632N,0073614E,,,,,Airplane,A7-ACG,Airbus,A330,No,2.0,Turbo Fan,NUSC,,,,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A330,2019
51588,83619,20190722X23001,Accident,ANC19LA039,2019-07-22,"Boise, ID",United States,433340N,0116136W,BOI,Boise Air Terminal/Gowen Field,Non-Fatal,Substantial,Airplane,N7947Q,Cessna,402,No,2.0,Reciprocating,091,,Business,Western Airlines LC,0.0,0.0,0.0,3.0,VMC,,,26-09-2020,Cessna - 402,2019
51593,83624,20190805X55405,Accident,DCA19CA189,2019-07-22,"San Juan, PR",United States,182813N,0006660W,,,Non-Fatal,,Airplane,N663UA,Boeing,767,No,2.0,,121,SCHD,,UNITED AIR LINES INC,0.0,1.0,1.0,216.0,Unk,,,13-12-2021,Boeing - 767,2019
51597,83628,20190726X91707,Accident,DCA19CA186,2019-07-23,"San Francisco, CA",United States,374626N,1222553W,KSFO,San Francisco International,,Substantial,Airplane,N57852,Boeing,757,No,2.0,,121,SCHD,,United Airlines,0.0,0.0,0.0,0.0,VMC,,,26-09-2020,Boeing - 757,2019
51601,83632,20190724X83313,Accident,CEN19FA236,2019-07-24,"Chadron, NE",United States,042511N,0010356W,CDR,Chadron Muni,Fatal,Substantial,Airplane,N8910U,Beech,95B55,No,2.0,Reciprocating,091,,Personal,,3.0,0.0,0.0,0.0,VMC,,"The pilot's failure to ensure adequate fuel was on board before departing and his in-flight fuel management, which resulted in a total loss of engine power due to fuel exhaustion.
 ",27-05-2021,Beech - 95B55,2019
51611,83642,20190801X04456,Incident,ENG19IA029,2019-07-25,"Perrigny-sur-Armancon, France",France,474124N,0041419E,CDG,Charles de Gaulle,Non-Fatal,Minor,Airplane,HB-JCM,Airbus,A220,No,2.0,Geared Turbofan,NUSC,SCHD,,Swiss International Air Lines,0.0,0.0,0.0,121.0,VMC,,A No. 1 (left) engine low pressure compressor (LPC) stage 1 integrally bladed rotor (IBR) separation due to a high cycle fatigue crack (HCF) that originated at the runout of an airfoil leading edge root radius. The HCF crack developed as a result of a mechanically coupled LPC stage 3 and stage 1 IBR mode excitation and blade flutter response. The excitation was driven by an acoustic tone generated by turbulent airflow passing over the 2.5 bleed valve duct cavity while the engine was operating at high speeds in specific flight conditions. A primary contributor to the failure mode was an electronic engine control (EEC) software update that changed the LPC vane schedule and increased the likelihood of LPC stage 1 IBR blade flutter onset within the engine operating range. ,04-03-2021,Airbus - A220,2019
51621,83652,20190728X30127,Accident,CEN19LA246,2019-07-27,"El Paso, TX",United States,314826N,1062235W,ELP,El Paso Int'l,Non-Fatal,Substantial,Airplane,N681TR,Swearingen,SA227,No,2.0,Turbo Prop,091,,Instructional,Pak West Airlines,0.0,0.0,0.0,3.0,VMC,,"Failure of the left main landing gear to fully extend due to a lack of hydraulic fluid and during emergency extension procedures, which resulted in the collapse of the landing gear during landing and the subsequent runway excursion and collision with a sign.
",02-02-2021,Swearingen - SA227,2019
51627,83658,20190728X20046,Accident,CEN19FA238,2019-07-28,"Gainesville, TX",United States,333748N,0009791W,GLE,,Fatal,Destroyed,Airplane,N456AG,Piper,PA34,No,2.0,Reciprocating,091,,Instructional,Us Aviation Group Llc,2.0,0.0,0.0,0.0,,,,26-09-2020,Piper - PA34,2019
51648,83679,20190813X05139,Accident,ANC19LA045,2019-08-01,"Buckland, AK",United States,655428N,1615535W,AK75,Candle 2,Non-Fatal,Substantial,Airplane,N451CE,Douglas,C 118A,No,4.0,Reciprocating,121,NSCH,,Tatonduk Outfitters Limited,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to maintain an adequate glidepath during the approach, which resulted in the airplane impacting rocks and dirt at the runway threshold, a separation of the right main landing gear, and a loss of directional control. ",19-11-2020,Douglas - C 118A,2019
51649,83680,20190813X74443,Accident,GAA19CA492,2019-08-01,"Kenai, AK",United States,603522N,0152927W,3AK5,DRIFT RIVER,Non-Fatal,Substantial,Airplane,N59314,Douglas,DC3C,No,2.0,Reciprocating,091,,Business,"Bush Air Cargo, Inc.",0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain a proper approach path in gusting crosswind wind conditions, which resulted in landing short of the runway and impact with a ditch and runway light.

",26-09-2020,Douglas - DC3C,2019
51661,83692,20190804X85923,Accident,CEN19FA248,2019-08-04,"De Queen, AR",United States,034222N,0942526W,DEQ,J LYNN HELMS SEVIER COUNTY,Fatal,Substantial,Airplane,N310QA,Cessna,310,No,2.0,Reciprocating,091,,Flight Test,Hwy 17 Trucking Llc,1.0,0.0,1.0,0.0,VMC,,,04-11-2021,Cessna - 310,2019
51675,83706,20190808X43724,Accident,DCA19CA192,2019-08-06,"San Francisco, CA",United States,374646N,1222513W,,,,Minor,Airplane,N37437,Boeing,737,No,2.0,,121,SCHD,,UNITED AIR LINES INC,0.0,0.0,0.0,0.0,,,,,Boeing - 737,2019
51681,83712,20191028X02005,Incident,ENG19RA038,2019-08-07,"Hamburg, Germany",Germany,,,EDDH,Hamburg Airport,Non-Fatal,Minor,Airplane,OK-EJH,Raytheon,390,No,2.0,Turbo Fan,NUSN,,Business,,0.0,0.0,0.0,5.0,Unk,,,26-09-2020,Raytheon - 390,2019
51684,83715,20190808X34615,Accident,ERA19WA242,2019-08-08,"Bimini, Bahamas",Bahamas,254353N,0794122W,,,Non-Fatal,Substantial,Airplane,N40702,Piper,PA34,No,2.0,Reciprocating,091,,Unknown,5 J Aviation Services Llc,0.0,0.0,0.0,3.0,,,,26-09-2020,Piper - PA34,2019
51686,83717,20190808X62316,Accident,DCA19LA193,2019-08-08,"Orlando, FL",United States,282512N,0811757W,MCO,ORLANDO INTERNATIONAL AIRPORT,Non-Fatal,Substantial,Airplane,N717FR,Airbus,A321,No,2.0,,121,SCHD,,Frontier Airlines,0.0,0.0,0.0,232.0,VMC,,,12-05-2021,Airbus - A321,2019
51689,83720,20190813X55350,Accident,CEN19LA266,2019-08-08,"Lubbock, TX",United States,332957N,0102037W,,,Non-Fatal,,Airplane,N237QS,Canadair,CL600 2B16,No,2.0,Turbo Fan,091,,Business,NETJETS,0.0,2.0,1.0,7.0,VMC,,,26-09-2020,Canadair - CL600 2B16,2019
51690,83721,20190815X13220,Accident,WPR19LA220,2019-08-08,"Phoenix, AZ",United States,331854N,1113929W,IWA,PHOENIX-MESA GATEWAY,Non-Fatal,Substantial,Airplane,N10KC,Piper,PA 30,No,2.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,,,,26-09-2020,Piper - PA 30,2019
51691,83722,20190816X35649,Accident,DCA19CA198,2019-08-08,"Charlottesville, VA",United States,038254N,0078286W,,,Non-Fatal,,Airplane,N505JB,Airbus,A320,No,2.0,,121,SCHD,,Jetblue Airways,0.0,0.0,1.0,154.0,VMC,,,13-12-2021,Airbus - A320,2019
51698,83729,20200324X23439,Incident,ENG19WA042,2019-08-09,"Varanasi, India",India,,,,,,,Airplane,VT-IZT,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,IndiGo Air,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
51716,83747,20190814X82547,Accident,GAA19CA494,2019-08-14,"Stockton, CA",United States,375340N,1211419W,SCK,STOCKTON METROPOLITAN,Non-Fatal,Substantial,Airplane,N52PY,Rockwell,690,No,2.0,Turbo Prop,091,,Personal,Jk Aviation Llc,0.0,0.0,0.0,1.0,VMC,,"The pilot's delay in extending the landing gear and his improper movement of the landing gear lever, which led to a gear-up landing.",26-09-2020,Rockwell - 690,2019
51721,83752,20190815X44418,Accident,CEN19LA267,2019-08-15,"San Marcos, TX",United States,295334N,0975147W,HYI,San Marcos Regional Airport,Non-Fatal,Substantial,Airplane,N322AV,De Havilland,DHC6,No,2.0,Turbo Prop,091,,Instructional,"Berry Aviation, Inc.",0.0,3.0,0.0,0.0,VMC,,The pilot's delayed go-around attempt and the flight instructor's delayed remedial action that resulted in a nose-down impact with terrain during an attempted go-around.,02-02-2021,De Havilland - DHC6,2019
51723,83754,20190815X74831,Accident,ERA19FA248,2019-08-15,"Elizabethton, TN",United States,036222N,0821054W,0A9,Elizabethton Muni,Non-Fatal,Destroyed,Airplane,N8JR,Textron Aviation Inc,680A,No,2.0,Turbo Fan,091,,Business,JRM Air LLC,0.0,3.0,0.0,2.0,VMC,,"The pilot's continuation of an unstabilized approach despite recognizing associated cues and the flight crew's decision not to initiate a go-around before touchdown, which resulted in a bounced landing, a loss of airplane control, a landing gear collapse, and a runway excursion. Contributing to the accident was the pilot's failure to deploy the speedbrakes during the initial touchdown, which may have prevented the runway excursion, and the pilot's attempt to go around after deployment of the thrust reversers.",26-09-2020,Textron Aviation Inc - 680A,2019
51724,83755,20190819X55827,Incident,DCA19WA202,2019-08-15,"Shannon, Ireland",Ireland,,,,,Non-Fatal,Minor,Airplane,N378AX,Boeing,767,No,2.0,Turbo Fan,135,,,Omni Air International,0.0,1.0,0.0,158.0,,,,26-09-2020,Boeing - 767,2019
51735,83766,20190818X75840,Accident,ERA19FA249,2019-08-17,"Lagrangeville, NY",United States,041420N,0734345W,44N,Sky Acres,Fatal,Destroyed,Airplane,N303TL,Cessna,T303,No,2.0,Reciprocating,091,,Personal,Pegasus Aviation Inc,1.0,0.0,2.0,0.0,VMC,,,10-11-2021,Cessna - T303,2019
51738,83769,20190818X02829,Accident,ERA19FA250,2019-08-18,"Wilmington, DE",United States,394126N,0753818W,ILG,New Castle,Fatal,Substantial,Airplane,N678DM,Beech,95B55,No,2.0,Reciprocating,091,,Instructional,,2.0,0.0,0.0,0.0,VMC,,"The pilots failure to place the left fuel selector into the proper position, which resulted in a total loss of the left engines power due to fuel starvation. Contributing was their failure to properly secure the left engine and their failure to maintain control of the airplane during the attempt to return to the airport.",24-06-2021,Beech - 95B55,2019
51742,83773,20190819X52614,Incident,DCA19WA201,2019-08-18,"Ponta Delgada, Portugal",Portugal,,,,,Non-Fatal,Minor,Airplane,N543US,Boeing,757,No,2.0,Turbo Fan,121,,,Delta Air Lines,0.0,0.0,0.0,159.0,,,,26-09-2020,Boeing - 757,2019
51749,83780,20200324X12359,Incident,ENG19WA044,2019-08-19,"Guwahati, India",India,,,,,,,Airplane,VT-IVO,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,IndiGo Air,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
51755,83786,20190821X63912,Accident,ERA19LA252,2019-08-20,"East Brady, PA",United States,405552N,0793944W,,,Non-Fatal,Substantial,Airplane,N90AP,Piper,PA 31P,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,26-09-2020,Piper - PA 31P,2019
51763,83794,20190822X70303,Accident,ERA19LA255,2019-08-21,"Tampa, FL",United States,275844N,0823142W,TPA,Tampa International Airport,Non-Fatal,Substantial,Airplane,N2299F,Cessna,310,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,26-09-2020,Cessna - 310,2019
51789,83820,20190826X43114,Accident,CEN19LA300,2019-08-25,"Bethany, OK",United States,035323N,0973849W,PWA,Wiley Post,Non-Fatal,Substantial,Airplane,N300GD,Cessna,425,No,2.0,Turbo Prop,091,,Personal,Downing Aviation LLC,0.0,0.0,0.0,1.0,VMC,,,26-09-2020,Cessna - 425,2019
51802,83833,20190830X60449,Accident,DCA19CA208,2019-08-27,"Chicago, IL",United States,415828N,0875424W,KORD,Chicago O'Hare International,Non-Fatal,,Airplane,N911DL,Mcdonnell Douglas,MD88,No,2.0,Turbo Jet,121,SCHD,,"Delta Air Lines, Inc",0.0,0.0,1.0,151.0,VMC,,an encounter with convective turbulence during descent.,26-09-2020,Mcdonnell Douglas - MD88,2019
51803,83834,20190830X64106,Accident,DCA19CA206,2019-08-27,"Denver, CO",United States,395142N,1044023W,KDEN,Denver international Airport,Non-Fatal,,Airplane,N328FR,Airbus,A320,No,2.0,Turbo Fan,121,SCHD,,FRONTIER AIRLINES INC,0.0,0.0,1.0,0.0,VMC,,an encounter with mountain wave turbulence.,05-04-2021,Airbus - A320,2019
51839,83870,20190923X61348,Accident,CEN19TA327,2019-09-02,"Tulsa, OK",United States,361154N,0955317W,TUL,Tulsa International,Non-Fatal,Substantial,Airplane,N1R,Piper,PA60,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper landing flare, which resulted in an aerodynamic stall and hard landing.",28-01-2021,Piper - PA60,2019
51850,83881,20190906X30739,Accident,GAA19CA536,2019-09-05,"TAHLEQUAH, OK",United States,355549N,0095016W,TQH,Tahlequah Muni,Non-Fatal,Substantial,Airplane,N7673Q,Cessna,310,No,2.0,Reciprocating,091,,Personal,3L Executive Coach LLC,0.0,2.0,0.0,0.0,VMC,,The total loss of right engine power due to fuel starvation and the pilot's improper fuel management.,26-09-2020,Cessna - 310,2019
51859,83890,20190916X91526,Accident,DCA19CA213,2019-09-06,"Fort Myers, FL",United States,271457N,0811640W,,,Non-Fatal,,Airplane,N515NK,Airbus,A319,No,2.0,Turbo Fan,121,SCHD,,SPIRIT AIRLINES INC,0.0,0.0,1.0,107.0,VMC,,an encounter with convectively induced turbulence associated with towering cumulus clouds during descent.,26-01-2021,Airbus - A319,2019
51883,83914,20190911X54810,Accident,CEN19MA312,2019-09-11,"Monclova, OH",United States,413547N,0083472W,TOL,Toledo Express,Fatal,Destroyed,Airplane,N24DR,Convair,440,No,2.0,Reciprocating,125,NSCH,,,2.0,0.0,0.0,0.0,VMC,,,30-10-2020,Convair - 440,2019
51887,83918,20190912X11052,Accident,CEN19LA315,2019-09-11,"Kingman, KS",United States,037409N,0098726W,9K8,Kingman Airport,Non-Fatal,Substantial,Airplane,N328RG,Piper,PA34,No,2.0,Reciprocating,091,,Personal,"Aircraft Resource Management, LLC",0.0,0.0,0.0,1.0,VMC,,,26-09-2020,Piper - PA34,2019
51888,83919,20190917X42103,Incident,DCA19WA216,2019-09-11,"Nassau, Bahamas",Bahamas,,,,,Non-Fatal,,Airplane,N958JB,Airbus,A321,No,2.0,Turbo Fan,121,SCHD,,Jetblue Airways,0.0,0.0,0.0,180.0,,,,26-09-2020,Airbus - A321,2019
51898,83929,20190912X74625,Accident,ERA19LA279,2019-09-12,"Charlotte Amalie,",United States,182015N,0064582W,TIST,Cyril E King,Non-Fatal,Substantial,Airplane,N269KW,Piper,PA23,No,2.0,Reciprocating,091,,Personal,Executive Airshares Llc,0.0,0.0,0.0,1.0,VMC,,The collapse of the left main landing gear for undetermined reasons.,28-01-2021,Piper - PA23,2019
51904,83935,20200212X20909,Accident,ERA19CA291,2019-09-13,"Sebring, FL",United States,272723N,0812033W,SEF,Sebring Rgnl,Non-Fatal,Substantial,Airplane,N854T,Beech,55,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The passengers inadvertent retraction of the landing gear during the landing roll without being instructed to do so by the pilot.   ,26-09-2020,Beech - 55,2019
51909,83940,20190923X85858,Incident,ENG19WA035,2019-09-15,"Lahore, Pakistan, Pakistan",Pakistan,,,,,,,Airplane,AP-BGK,Boeing,B777 200ER,No,2.0,Turbo Fan,UNK,SCHD,,Pakistan International Airlines Corporat,0.0,0.0,0.0,0.0,,,,26-09-2020,Boeing - B777 200ER,2019
51919,83950,20190917X92718,Incident,ENG19IA034,2019-09-16,"Cote-d'Or, France",France,,,,,Non-Fatal,,Airplane,HB-JCA,Airbus,A220,No,2.0,Turbo Fan,NUSC,SCHD,,Swiss International Air Lines,0.0,0.0,0.0,77.0,,,,26-09-2020,Airbus - A220,2019
51935,83966,20190923X20308,Accident,GAA19CA559,2019-09-20,"Sedona, AZ",United States,345055N,1114718W,SEZ,Sedona,Non-Fatal,Substantial,Airplane,N700NJ,Piper,PA60,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack during landing in gusting crosswind conditions, which resulted in an aerodynamic stall.",26-09-2020,Piper - PA60,2019
51952,83983,20190924X31842,Accident,ERA19LA282,2019-09-24,"St. Augustine, FL",United States,295733N,0812023W,SGJ,Northeast Florida Regional,Non-Fatal,Substantial,Airplane,N108LS,Cessna,337,No,2.0,Reciprocating,091,,Instructional,,0.0,0.0,2.0,0.0,VMC,,,26-09-2020,Cessna - 337,2019
51974,84005,20190929X70917,Accident,ERA19FA283,2019-09-29,"Deland, FL",United States,029128N,0812039W,DED,Deland Muni-Sidney H Taylor Fi,Fatal,Destroyed,Airplane,N731PF,Cessna,421,No,2.0,Reciprocating,091,,Personal,,3.0,0.0,0.0,0.0,VMC,,"The pilots failure to maintain control of the airplane, which resulted in a collision with terrain. Contributing was the pilots lack of training and experience in the accident airplane make and model.",20-10-2021,Cessna - 421,2019
51977,84008,20191211X01805,Accident,ERA20LA052,2019-10-01,"Grove City, PA",United States,041846N,0080105W,29D,Grove City,Non-Fatal,Substantial,Airplane,N9404Q,Beech,55,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,26-09-2020,Beech - 55,2019
51978,84009,20191002X11326,Accident,ERA20MA001,2019-10-02,"Windsor Locks, CT",United States,415554N,0724132W,BDL,Bradley Intl,Fatal,Destroyed,Airplane,N93012,Boeing,B17,No,4.0,Reciprocating,091,,Other Work Use,Collings Foundation,7.0,1.0,5.0,0.0,VMC,,"The pilots failure to properly manage the airplanes configuration and airspeed after he shut down the No. 4 engine following its partial loss of power during the initial climb. Contributing to the accident was the pilot/maintenance directors inadequate maintenance while the airplane was on tour, which resulted in the partial loss of power to the Nos. 3 and 4 engines; the Collings Foundations ineffective safety management system (SMS), which failed to identify and mitigate safety risks; and the Federal Aviation Administrations inadequate oversight of the Collings Foundations SMS.",17-05-2021,Boeing - B17,2019
51987,84018,20191005X82852,Accident,CEN20FA002,2019-10-05,"Kokomo, IN",United States,402830N,0086348W,OKK,Kokomo Municipal Airport,Fatal,Destroyed,Airplane,N326CW,Piper,AEROSTAR 602P,No,2.0,Reciprocating,091,,Business,Pilot,1.0,0.0,0.0,0.0,VMC,,"The pilot's exceedance of the airplanes critical angle of attack following a dual engine power loss caused by the line service technician fueling the airplane with the wrong fuel, which resulted in an aerodynamic stall and subsequent loss of control. Contributing was the pilot's inadequate supervision of the fuel servicing.",24-08-2021,Piper - AEROSTAR 602P,2019
51999,84030,20191007X94806,Accident,ERA20LA006,2019-10-07,"Charleston, SC",United States,261121N,0801015W,CHS,Charleston Afb/Intl,Non-Fatal,Substantial,Airplane,N166HJ,Honda Aircraft,HA-420,No,2.0,Turbo Jet,091,,Executive/corporate,Pro by Air,0.0,0.0,0.0,5.0,IMC,,,26-09-2020,Honda Aircraft - HA-420,2019
52004,84035,20191008X95051,Accident,ERA20LA008,2019-10-08,"Fort Myers, FL",United States,026321N,0814533W,RSW,Southwest Florida Intl,Non-Fatal,Substantial,Airplane,N86MN,Raytheon,HAWKER,No,2.0,Turbo Fan,135,NSCH,,Delta Private Jets,0.0,0.0,0.0,4.0,VMC,,"Maintenance personnel's improper installation of the nose landing gear assembly, which resulted in separation of the actuator arm and the failure of a nose landing gear to lock in place.  ",28-01-2021,Raytheon - HAWKER,2019
52040,84071,20191016X82836,Incident,ENG20LA001,2019-10-15,"West Flanders Province, Belgium",Belgium,505936N,0024743E,,,Non-Fatal,Minor,Airplane,HB-JCC,Airbus,BD-500-1A11 (CS300),No,2.0,,NUSC,SCHD,,Swiss International Air Lines Ltd.,0.0,0.0,0.0,0.0,,,,16-12-2020,Airbus - BD-500-1A11 (CS300),2019
52042,84073,20191021X62154,Accident,ERA20LA016,2019-10-16,"Augusta, GA",United States,332219N,0815818W,AGS,Augusta Rgnl At Bush Field,,,Airplane,N307KP,Bombardier,BD 700 1A10,No,2.0,Turbo Fan,135,NSCH,,Elite Air Inc,0.0,0.0,0.0,0.0,VMC,,,26-09-2020,Bombardier - BD 700 1A10,2019
52049,84080,20191019X90834,Accident,DCA20CA003,2019-10-17,"Tres Pinos, CA",United States,364845N,0121119W,,,Non-Fatal,Substantial,Airplane,N221HV,Kitty Hawk,Heaviside2,No,8.0,Electric,091,,Flight Test,Kitty Hawk Corporation,0.0,0.0,0.0,0.0,VMC,,a software timing error initiated by a battery charging script that was not properly terminated prior to the test flight due to operator error.,26-09-2020,Kitty Hawk - Heaviside2,2019
52051,84082,20191021X53431,Accident,CEN20LA021,2019-10-17,"Unknown,",United States,252257N,0090733W,,,Fatal,Destroyed,Airplane,N778PA,Piper,PA23,No,2.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,13-12-2021,Piper - PA23,2019
52053,84084,20191018X02019,Accident,DCA20MA002,2019-10-18,"Unalaska, AK",United States,535354N,1663239W,PADU,Unalaska,Fatal,Substantial,Airplane,N686PA,Saab,2000,No,2.0,Turbo Prop,121,SCHD,,"Peninsula AviationServices Inc.,",1.0,3.0,1.0,37.0,VMC,,"The landing gear manufacturers incorrect wiring of the wheel speed transducer harnesses on the left main landing gear during overhaul. The incorrect wiring caused the antiskid system not to function as intended, resulting in the failure of the left outboard tire and a significant loss of the airplanes braking ability, which led to the runway overrun. Contributing to the accident were (1) Saabs design of the wheel speed transducer wire harnesses, which did not consider and protect against human error during maintenance; (2) the Federal Aviation Administrations lack of consideration of the runway safety area dimensions at Unalaska Airport during the authorization process that allowed the Saab 2000 to operate at the airport; and (3) the flight crewmembers inappropriate decision, due to their plan continuation bias, to land on a runway with a reported tailwind that exceeded the airplane manufacturers limit. The safety margin was further reduced because of PenAirs failure to correctly apply its company-designated pilot-in-command airport qualification policy, which allowed the accident captain to operate at one of the most challenging airports in PenAirs route system with limited experience at the airport and in the Saab 2000 airplane.",01-12-2021,Saab - 2000,2019
52058,84089,20191020X10854,Accident,ERA20WA015,2019-10-18,"Nassau, Bahamas",Bahamas,025533N,0773017W,,,Non-Fatal,Substantial,Airplane,N437GB,Douglas,DC3C S1C3G,No,2.0,Reciprocating,135,NSCH,,Atlantic Air Cargo Inc,0.0,2.0,0.0,0.0,Unk,,,26-09-2020,Douglas - DC3C S1C3G,2019
52070,84101,20191022X52238,Incident,ENG20RA002,2019-10-20,"Bangkok, Thailand",Thailand,,,,,,Minor,Airplane,HS-TKL,Boeing,777,No,2.0,Turbo Fan,NUSC,SCHD,,Thai Airways International,0.0,0.0,0.0,0.0,,,,26-09-2020,Boeing - 777,2019
52086,84117,20200324X21942,Incident,ENG20WA026,2019-10-24,"Kolkata, India",India,,,,,,,Airplane,VT-IVX,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,IndiGo Air,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
52090,84121,20191026X64750,Accident,GAA20CA050,2019-10-25,"Opa Locka, FL",United States,255447N,0801656W,OPF,MIAMI-OPA LOCKA EXECUTIVE,Non-Fatal,Substantial,Airplane,N8816Y,Piper,PA 30,No,2.0,Reciprocating,091,,Instructional,Pilot Training Center North Miami,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's failure to relinquish the flight controls to the flight instructor during a simulated engine failure during takeoff, which resulted in the airplane touching down in a left banking attitude and the landing gear collapsing.

",26-09-2020,Piper - PA 30,2019
52093,84124,20200324X00055,Incident,ENG20WA022,2019-10-25,"Mumbai Airport, India",India,,,,,,,Airplane,VT-ITA,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,IndiGo Air,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
52096,84127,20200324X24604,Incident,ENG20WA028,2019-10-26,"Delhi, India",India,,,,,,,Airplane,VT-IZT,Airbus,A320,No,2.0,Geared Turbofan,NUSC,SCHD,,IndiGo Air,0.0,0.0,0.0,0.0,,,,26-09-2020,Airbus - A320,2019
